"SSID","Filename","Work[33419]","Creator[33420]","Culture[33421]","Title[33422]","Image View Description[33423]","Image View Type[33424]","Date Description[33425]","ARTstor Earliest Date[33426]","ARTstor Latest Date[33427]","Style/Period[33428]","Materials/Techniques[33429]","Measurements[33430]","Artstor Classification[33431]","Work Type[33432]","Repository[33433]","Repository Accession Number[33434]","Location[33435]","Creation/Discovery Site[33436]","Artstor Country[33440]","Description[33441]","Subject[33442]","Relationships[33443]","Reference Sources[33444]","Photographer[33445]","Image Date[33446]","Rights[33447]","Repository Classification Number[33448]","Image Repository[33449]","Image Collection[33450]","Image Accession Number[33451]","Image Accession Date[33452]","Image Classification Number[33453]","Image Type[33454]","Image Associated Name[33455]","Image Start Year[33456]","Image Measurements[33457]","Image End Year[33458]","Image Materials[33459]","Image Support[33460]","Image Subject[33461]","Image Rights[33462]","Image Credit[33463]","Image Notes[33464]","In House Notes[33465]","Send To Harvard[33466]","In House Use Only[33467]","Additional Formats[33470]","Olivia ID[33471]","Olivia Record Info[33472]","Image Requester[33473]","Image Request Date[33474]","Image Source ID[33475]","Image Source Type[33476]","Image Provider[33477]","Image Source Title[33478]","Image Source Alternate Title[33479]","Image Source Author[33480]","Image Source Edition[33481]","Image Source Place Of Publication[33482]","Image Source Publisher[33483]","Image Source Publication Date[33484]","Image Source Date[33485]","Image Source Series Title[33486]","Image Source Reference Number[33487]","Image Source Call Numbers[33488]","Image Source Notes[33489]","Image Source Record Created By[33490]","Volume[33491]","Issue Number[33492]","Year[33493]","Page Plate Number[33494]","Export Only In Group[33495]","Image Technique[33496]","Media URL"
"4085513","drs:urn-3:HBS.Baker.AC:1083641","8000170129","Green, Anne Catharine (-1775) producer ; Green, Frederick (1750-1811) producer ; Green, Jonas (1712-1767) producer ; Sparrow, Thomas, producer ; Maryland, associated name",,"Maryland, 4 dollars, 1774","Verso",,"1774",1774,1774,"Colonial","ink on paper","6.2 x 11.6 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","1-02/4",,,,"Verso: nature print containing branch with limbs and leaf with initials I G. ; Inscription:""THIS Indented BILL of FOUR DOLLARS, shall entitle the BEARER hereof to receive Bills of Exhange, payable in LONDON, or Gold and Silver at the Rate of Four Shillings and Six-pence Sterling per DOLLAR for the said Bill, according to the Directions of an Act of ASSEMBLY of Maryland. Dated in ANNAPOLIS, this 10th Day of April, Anno Domini 1774."" ; Verso: ""FOUR DOLLARS. Equal to Eighteen Shillings Sterling. ANNAPOLIS. Prined by A. C. and F. GREEN. 'Tis Death to Counterfeit."" ; State/Edition:Maryland, 1774 ; Note - General:Handwritten issue number, note on manuscript: ""2260"". Hand signed by William Eddis and John Clapham.","bills of exchange ; Paper money ; money ; borders (ornamental areas) ; patterns (design elements) ; leaves ; inscriptions, Latin ; coats of arms ; shields ; crowns (headdresses) ; initials ; Colonial currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W362508_2","Record created: 11/22/2006  By: dmurphy Record modified: 8/17/2007  By: wise Export To VIA Date: 8/18/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4085513/representation-view"
"4084315","drs:urn-3:HBS.Baker.AC:1083642","8000169198","Green, Anne Catharine (-1775) producer ; Green, William (1746-1770) producer ; Green, Jonas (1712-1767) producer ; Sparrow, Thomas, producer ; Maryland, associated name",,"Maryland, 4 dollars, 1770","Recto",,"1770",1770,1770,"Colonial","ink on paper","6.6 x 11.7 cm.","Prints|Decorative Arts, Utilitarian Objects and Interior Design","engravings ; currencies","Baker Library, Harvard Business School, Historical Collections","1-01/2",,,,"Verso: nature print with two different leaves, the initials ""IG"" visible in smaller leaf. ; Inscription:""THIS Indented BILL of FOUR DOLLARS, shall entile the BEARER hereof to receive Bills of Exchange, payable in LONDON, or Gold and Silver at the Rate of Four Shillings and Six-pence Sterling per DOLLAR for the said Bill, according to the Directions of an Act of ASSEMBLY of Maryland. Dated in ANNAPOLIS, this 1st Day of March, Anno Domini 1770."" ; Verso: ""Tis Death to Counterfeir. FOUR DOLLARS. Equal to Eighteen Shillings Sterling. ANNAPOLIS, Printed by A.C. and W. GREEN."" ; State/Edition:Maryland, 1770 ; Note - General:Note in manuscript: issue number ""10171"" and two signatures in brown ink.","money ; Paper money ; bills of exchange ; patterns (design elements) ; borders (ornamental areas) ; crowns (headdresses) ; coats of arms ; inscriptions, Latin ; Colonial currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W362621_1","Record created: 11/29/2006  By: dmurphy Record modified: 8/17/2007  By: wise Export To VIA Date: 8/18/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4084315/representation-view"
"4084316","drs:urn-3:HBS.Baker.AC:1083643","8000169198","Green, Anne Catharine (-1775) producer ; Green, William (1746-1770) producer ; Green, Jonas (1712-1767) producer ; Sparrow, Thomas, producer ; Maryland, associated name",,"Maryland, 4 dollars, 1770","Verso",,"1770",1770,1770,"Colonial","ink on paper","6.6 x 11.7 cm.","Prints|Decorative Arts, Utilitarian Objects and Interior Design","engravings ; currencies","Baker Library, Harvard Business School, Historical Collections","1-01/2",,,,"Verso: nature print with two different leaves, the initials ""IG"" visible in smaller leaf. ; Inscription:""THIS Indented BILL of FOUR DOLLARS, shall entile the BEARER hereof to receive Bills of Exchange, payable in LONDON, or Gold and Silver at the Rate of Four Shillings and Six-pence Sterling per DOLLAR for the said Bill, according to the Directions of an Act of ASSEMBLY of Maryland. Dated in ANNAPOLIS, this 1st Day of March, Anno Domini 1770."" ; Verso: ""Tis Death to Counterfeir. FOUR DOLLARS. Equal to Eighteen Shillings Sterling. ANNAPOLIS, Printed by A.C. and W. GREEN."" ; State/Edition:Maryland, 1770 ; Note - General:Note in manuscript: issue number ""10171"" and two signatures in brown ink.","money ; Paper money ; bills of exchange ; patterns (design elements) ; borders (ornamental areas) ; crowns (headdresses) ; coats of arms ; inscriptions, Latin ; Colonial currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W362621_2","Record created: 11/29/2006  By: dmurphy Record modified: 8/17/2007  By: wise Export To VIA Date: 8/18/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4084316/representation-view"
"4086355","drs:urn-3:HBS.Baker.AC:1083644","8000170773","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; Pennsylvania, associated name",,"Pennsylvania, 2 shillings 6 pence, 1772","Recto",,"1772",1772,1772,"Colonial","ink on paper","7.7 x 8.9 cm","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","1-03/1",,,,"Paper contains mica flakes._x000D_Recto: alternate spelling of Pennsylvania: ""Pensylvania"". Numerals ""2.6"" embedded in border pattern. Illegible text in left border._x000D_Verso: contains rectangular area with chevron pattern and a border decoration consisting of two rows of small spirals. ; Inscription:""Two Shillings and Six-pence. According to an Act of General Assembly of Pensylvania, passed in the Twelfth Year of the Reign of his Majesty GEORGE the Third. Dated the 3d Day of April, Anno Dom. 1772. Half-a-Crown."" ; Note in manuscript, three handwritten signatures. ; Coat of arms bears inscription, ""Mercy Justice"". ; Printed in column pattern, ""HALF CROWN"". ; Verso inscriptions: ""To Counterfeit is DEATH"" and ""Printed by D. HALL and W. SELLERS. 1772."" ; State/Edition:Pennsylvania, 1772 ; Note - General:Serial number: ""A"". ; Note in manuscript: issue number ""19412"".","Paper money ; money ; chevrons ; coats of arms ; columns ; inscriptions ; borders (ornamental areas) ; patterns (design elements) ; bills of exchange ; Colonial currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W362622_1","Record created: 11/29/2006  By: dmurphy Record modified: 8/17/2007  By: wise Export To VIA Date: 8/18/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4086355/representation-view"
"4086356","drs:urn-3:HBS.Baker.AC:1083645","8000170773","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; Pennsylvania, associated name",,"Pennsylvania, 2 shillings 6 pence, 1772","Verso",,"1772",1772,1772,"Colonial","ink on paper","7.7 x 8.9 cm","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","1-03/1",,,,"Paper contains mica flakes._x000D_Recto: alternate spelling of Pennsylvania: ""Pensylvania"". Numerals ""2.6"" embedded in border pattern. Illegible text in left border._x000D_Verso: contains rectangular area with chevron pattern and a border decoration consisting of two rows of small spirals. ; Inscription:""Two Shillings and Six-pence. According to an Act of General Assembly of Pensylvania, passed in the Twelfth Year of the Reign of his Majesty GEORGE the Third. Dated the 3d Day of April, Anno Dom. 1772. Half-a-Crown."" ; Note in manuscript, three handwritten signatures. ; Coat of arms bears inscription, ""Mercy Justice"". ; Printed in column pattern, ""HALF CROWN"". ; Verso inscriptions: ""To Counterfeit is DEATH"" and ""Printed by D. HALL and W. SELLERS. 1772."" ; State/Edition:Pennsylvania, 1772 ; Note - General:Serial number: ""A"". ; Note in manuscript: issue number ""19412"".","Paper money ; money ; chevrons ; coats of arms ; columns ; inscriptions ; borders (ornamental areas) ; patterns (design elements) ; bills of exchange ; Colonial currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W362622_2","Record created: 11/29/2006  By: dmurphy Record modified: 8/17/2007  By: wise Export To VIA Date: 8/18/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4086356/representation-view"
"4085301","drs:urn-3:HBS.Baker.AC:1083646","8000169971","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; Pennsylvania, associated name",,"Pennsylvania, 5 shillings, 1773","Recto",,"1773",1773,1773,"Colonial","ink on paper","6.9 x 9.2 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","1-03/2",,,,"Paper contains mica flakes._x000D_Printing in red and black ink. The words, ""A CROWN"" embedded in border decoration. An image of a crown is placed in the word, ""Majesty""._x000D_Verso: contains print of pastoral scene with farm building, receding storm cloud, rainbow, and sunburst. ; Inscription:""FIVE SHILLINGS, According to an Act of General Assembly of Pennsylvania, passed in the 13th Year of the Reign of his Majesty GEORGE the Third. Dated the First Day of October, 1773. A CROWN.""  ; Coat of arms bears inscription, ""Mercy Justice"". ; Verso: ""To counterfeit is Death."" and ""Printed by HALL and SELLERS."" ; State/Edition:Pennsylvania, 1773 ; Note - General:Note in manuscript: issue number ""18075"" and three signatures.","money ; Paper money ; coats of arms ; columns ; borders (ornamental areas) ; patterns (design elements) ; crowns (headdresses) ; pastoral art ; storms ; sunbursts ; rainbows ; farms ; bills of exchange ; Colonial currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W362625_1","Record created: 11/29/2006  By: dmurphy Record modified: 8/17/2007  By: wise Export To VIA Date: 8/18/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4085301/representation-view"
"4085302","drs:urn-3:HBS.Baker.AC:1083647","8000169971","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; Pennsylvania, associated name",,"Pennsylvania, 5 shillings, 1773","Verso",,"1773",1773,1773,"Colonial","ink on paper","6.9 x 9.2 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","1-03/2",,,,"Paper contains mica flakes._x000D_Printing in red and black ink. The words, ""A CROWN"" embedded in border decoration. An image of a crown is placed in the word, ""Majesty""._x000D_Verso: contains print of pastoral scene with farm building, receding storm cloud, rainbow, and sunburst. ; Inscription:""FIVE SHILLINGS, According to an Act of General Assembly of Pennsylvania, passed in the 13th Year of the Reign of his Majesty GEORGE the Third. Dated the First Day of October, 1773. A CROWN.""  ; Coat of arms bears inscription, ""Mercy Justice"". ; Verso: ""To counterfeit is Death."" and ""Printed by HALL and SELLERS."" ; State/Edition:Pennsylvania, 1773 ; Note - General:Note in manuscript: issue number ""18075"" and three signatures.","money ; Paper money ; coats of arms ; columns ; borders (ornamental areas) ; patterns (design elements) ; crowns (headdresses) ; pastoral art ; storms ; sunbursts ; rainbows ; farms ; bills of exchange ; Colonial currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W362625_2","Record created: 11/29/2006  By: dmurphy Record modified: 8/17/2007  By: wise Export To VIA Date: 8/18/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4085302/representation-view"
"4082715","drs:urn-3:HBS.Baker.AC:1083648","8000167959","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; Pennsylvania, associated name",,"Pennsylvania, 2 shillings 6 pence, 1773","Recto",,"1773",1773,1773,"Colonial","ink on paper","7.1 x 8.9 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","1-03/3",,,,"Paper contains mica flakes._x000D_Printing in red and black ink. _x000D_Verso: contains print of pastoral scene with farm building, receding storm cloud, rainbow, and sunburst. ; Inscription:""Two Shillings and Six-pence, According to an Act of General Assembly of PENNSYLVANIA, passed in the 13th Tear of the Reign of his Majesty GEORGE the Third. Dated the First Day of October, 1773. Half-a-Crown."" ; Coat of arms bears the inscription, ""Mercy Justice"". ; Verso: ""Two Shillings & Six-pence"", ""To Counterfeit is Death."", and ""Printed by HALL and SELLERS."" ; State/Edition:Pennsylvania ; Note - General:Note in manuscript: issue number ""12497"" and three signatures.","money ; Paper money ; coats of arms ; columns ; borders (ornamental areas) ; patterns (design elements) ; pastoral art ; storms ; sunbursts ; rainbows ; farms ; inscriptions ; bills of exchange ; Colonial currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W362626_1","Record created: 11/29/2006  By: dmurphy Record modified: 8/17/2007  By: wise Export To VIA Date: 8/18/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4082715/representation-view"
"4082716","drs:urn-3:HBS.Baker.AC:1083649","8000167959","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; Pennsylvania, associated name",,"Pennsylvania, 2 shillings 6 pence, 1773","Verso",,"1773",1773,1773,"Colonial","ink on paper","7.1 x 8.9 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","1-03/3",,,,"Paper contains mica flakes._x000D_Printing in red and black ink. _x000D_Verso: contains print of pastoral scene with farm building, receding storm cloud, rainbow, and sunburst. ; Inscription:""Two Shillings and Six-pence, According to an Act of General Assembly of PENNSYLVANIA, passed in the 13th Tear of the Reign of his Majesty GEORGE the Third. Dated the First Day of October, 1773. Half-a-Crown."" ; Coat of arms bears the inscription, ""Mercy Justice"". ; Verso: ""Two Shillings & Six-pence"", ""To Counterfeit is Death."", and ""Printed by HALL and SELLERS."" ; State/Edition:Pennsylvania ; Note - General:Note in manuscript: issue number ""12497"" and three signatures.","money ; Paper money ; coats of arms ; columns ; borders (ornamental areas) ; patterns (design elements) ; pastoral art ; storms ; sunbursts ; rainbows ; farms ; inscriptions ; bills of exchange ; Colonial currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W362626_2","Record created: 11/29/2006  By: dmurphy Record modified: 8/17/2007  By: wise Export To VIA Date: 8/18/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4082716/representation-view"
"4083397","drs:urn-3:HBS.Baker.AC:1083650","8000168498","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; Pennsylvania, associated name",,"Pennsylvania, 10 shillings, 1773","Recto",,"1773",1773,1773,"Colonial","ink on paper","8.9 x 6.9 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","1-03/4",,,,"Paper contains mica flakes._x000D_Printing in red and black ink. The words, ""TEN SHILLINGS"" embedded in border decoration. Roman numeral X is revealed in red ink in body of text. Pennsylvania is spelled, ""Pensylvania""._x000D_Verso: contains print of pastoral scene with farm building, receding storm cloud, rainbow, and sunburst. ; Inscription:""TEN SHILLINGS, According to an Act of General ASSEMBLY of Pensylvania, passed in the 13th Year of the Reign of His Majesty GEORGE the Third. Dated the First Day of October, 1773. TEN SHILLINGS."" ; Coat of arms bears inscription, ""Mercy Justice"". ; Verso: ""TEN SHILLINGS."", ""To Counterfeit is Death."", and ""Printed by HALL and SELLERS."" ; State/Edition:Pennsylvania, 1773 ; Note - General:Note in manuscript: issue number, ""9625"" and three signatures by  Barnaby Barnes, William Fisher, Jr. (in red ink), and Benjamin Morgan.","money ; Paper money ; coats of arms ; columns ; borders (ornamental areas) ; patterns (design elements) ; pastoral art ; storms ; sunbursts ; rainbows ; farms ; inscriptions ; bills of exchange ; Colonial currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W362627_1","Record created: 11/29/2006  By: dmurphy Record modified: 8/17/2007  By: wise Export To VIA Date: 8/18/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4083397/representation-view"
"4083398","drs:urn-3:HBS.Baker.AC:1083651","8000168498","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; Pennsylvania, associated name",,"Pennsylvania, 10 shillings, 1773","Verso",,"1773",1773,1773,"Colonial","ink on paper","8.9 x 6.9 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","1-03/4",,,,"Paper contains mica flakes._x000D_Printing in red and black ink. The words, ""TEN SHILLINGS"" embedded in border decoration. Roman numeral X is revealed in red ink in body of text. Pennsylvania is spelled, ""Pensylvania""._x000D_Verso: contains print of pastoral scene with farm building, receding storm cloud, rainbow, and sunburst. ; Inscription:""TEN SHILLINGS, According to an Act of General ASSEMBLY of Pensylvania, passed in the 13th Year of the Reign of His Majesty GEORGE the Third. Dated the First Day of October, 1773. TEN SHILLINGS."" ; Coat of arms bears inscription, ""Mercy Justice"". ; Verso: ""TEN SHILLINGS."", ""To Counterfeit is Death."", and ""Printed by HALL and SELLERS."" ; State/Edition:Pennsylvania, 1773 ; Note - General:Note in manuscript: issue number, ""9625"" and three signatures by  Barnaby Barnes, William Fisher, Jr. (in red ink), and Benjamin Morgan.","money ; Paper money ; coats of arms ; columns ; borders (ornamental areas) ; patterns (design elements) ; pastoral art ; storms ; sunbursts ; rainbows ; farms ; inscriptions ; bills of exchange ; Colonial currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W362627_2","Record created: 11/29/2006  By: dmurphy Record modified: 8/17/2007  By: wise Export To VIA Date: 8/18/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4083398/representation-view"
"4088628","drs:urn-3:HBS.Baker.AC:1083652","8000172535","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; Pennsylvania, associated name",,"Pennsylvania, 20 shillings, 1773","Recto",,"1773",1773,1773,"Colonial","ink on paper","9.1 x 7 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","1-03/5",,,,"Paper contains mica flakes._x000D_Printing in red and black ink. The words, ""TWENTY SHILLINGS"" embedded in border decoration. Roman numeral I is revealed in red ink in body of text. _x000D_Verso: contains print of pastoral scene with farm building, receding storm cloud, rainbow, and sunburst. ; Inscription:""TWENTY SHILLINGS According to an Act of GENERAL ASSEMBLY of Pennsylvania, passed in the 13th Year of the Reign of His Majesty GEORGE the Third. Dated the First Day of October, 1773. Twenty Shill."" ; Coat of arms bears the inscription, ""Mercy Justice"". ; Verso: ""TWENTY SHILLINGS."", ""TO COUNTERFEIT IS DEATH."", and ""PRINTED BY HALL AND SELLERS."" ; State/Edition:Pennsylvania, 1773 ; Note - General:Note in manuscript: issue number, ""15202"" and three signatures, one in red ink..","money ; Paper money ; coats of arms ; columns ; borders (ornamental areas) ; patterns (design elements) ; crowns (headdresses) ; pastoral art ; storms ; sunbursts ; rainbows ; farms ; bills of exchange ; Colonial currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W362629_1","Record created: 11/29/2006  By: dmurphy Record modified: 8/17/2007  By: wise Export To VIA Date: 8/18/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4088628/representation-view"
